label,participant,filepath,timestamp
HELP,p02,data/raw\p02\HELP\sample_008.npy,2026-08-25T22:40:26.092574
HELP,p02,data/raw\p02\HELP\sample_009.npy,2026-08-25T22:40:30.300918
HELP,p02,data/raw\p02\HELP\sample_010.npy,2026-08-25T22:40:38.157735
HELP,p02,data/raw\p02\HELP\sample_011.npy,2026-08-25T22:40:41.397562
HELP,p02,data/raw\p02\HELP\sample_012.npy,2026-08-25T22:40:44.915953
HELP,p02,data/raw\p02\HELP\sample_013.npy,2026-08-25T22:40:48.198702
HELP,p02,data/raw\p02\HELP\sample_014.npy,2026-08-25T22:40:51.568313
HELP,p02,data/raw\p02\HELP\sample_015.npy,2026-08-25T22:40:54.767542
HELP,p02,data/raw\p02\HELP\sample_016.npy,2026-08-25T22:40:58.023044
HELP,p02,data/raw\p02\HELP\sample_017.npy,2026-08-25T22:41:01.278991
HELP,p02,data/raw\p02\HELP\sample_018.npy,2026-08-25T22:41:04.495627
HELP,p02,data/raw\p02\HELP\sample_019.npy,2026-08-25T22:41:08.170135
HELP,p02,data/raw\p02\HELP\sample_020.npy,2026-08-25T22:41:11.617757
HELP,p02,data/raw\p02\HELP\sample_021.npy,2026-08-25T22:41:14.884491
HELP,p02,data/raw\p02\HELP\sample_022.npy,2026-08-25T22:41:18.064386
HELP,p02,data/raw\p02\HELP\sample_023.npy,2026-08-25T22:41:21.333740
HELP,p02,data/raw\p02\HELP\sample_024.npy,2026-08-25T22:41:25.067696
NO,p02,data/raw\p02\NO\sample_000.npy,2026-08-25T22:43:26.237060
NO,p02,data/raw\p02\NO\sample_001.npy,2026-08-25T22:43:29.174550
NO,p02,data/raw\p02\NO\sample_002.npy,2026-08-25T22:43:32.060730
NO,p02,data/raw\p02\NO\sample_003.npy,2026-08-25T22:43:35.086905
NO,p02,data/raw\p02\NO\sample_004.npy,2026-08-25T22:43:37.941843
NO,p02,data/raw\p02\NO\sample_005.npy,2026-08-25T22:43:40.850858
NO,p02,data/raw\p02\NO\sample_006.npy,2026-08-25T22:43:43.277808
NO,p02,data/raw\p02\NO\sample_007.npy,2026-08-25T22:43:46.760004
NO,p02,data/raw\p02\NO\sample_008.npy,2026-08-25T22:43:50.631558
NO,p02,data/raw\p02\NO\sample_009.npy,2026-08-25T22:43:54.056588
NO,p02,data/raw\p02\NO\sample_010.npy,2026-08-25T22:43:56.719807
NO,p02,data/raw\p02\NO\sample_011.npy,2026-08-25T22:44:01.681138
NO,p02,data/raw\p02\NO\sample_012.npy,2026-08-25T22:44:04.116562
NO,p02,data/raw\p02\NO\sample_013.npy,2026-08-25T22:44:06.910154
NO,p02,data/raw\p02\NO\sample_014.npy,2026-08-25T22:44:10.475533
NO,p02,data/raw\p02\NO\sample_015.npy,2026-08-25T22:44:13.441235
NO,p02,data/raw\p02\NO\sample_016.npy,2026-08-25T22:44:16.187376
NO,p02,data/raw\p02\NO\sample_017.npy,2026-08-25T22:44:18.980193
NO,p02,data/raw\p02\NO\sample_018.npy,2026-08-25T22:44:21.853386
NO,p02,data/raw\p02\NO\sample_019.npy,2026-08-25T22:44:24.575552
NO,p02,data/raw\p02\NO\sample_020.npy,2026-08-25T22:44:27.319590
NO,p02,data/raw\p02\NO\sample_021.npy,2026-08-25T22:44:30.074948
NO,p02,data/raw\p02\NO\sample_022.npy,2026-08-25T22:44:32.679944
NO,p02,data/raw\p02\NO\sample_023.npy,2026-08-25T22:44:35.235003
NO,p02,data/raw\p02\NO\sample_024.npy,2026-08-25T22:44:38.228065
PAIN,p02,data/raw\p02\PAIN\sample_000.npy,2026-08-25T22:46:45.498536
PAIN,p02,data/raw\p02\PAIN\sample_001.npy,2026-08-25T22:46:48.597882
PAIN,p02,data/raw\p02\PAIN\sample_002.npy,2026-08-25T22:46:51.468309
PAIN,p02,data/raw\p02\PAIN\sample_003.npy,2026-08-25T22:46:54.224079
PAIN,p02,data/raw\p02\PAIN\sample_004.npy,2026-08-25T22:46:56.627442
PAIN,p02,data/raw\p02\PAIN\sample_005.npy,2026-08-25T22:46:59.209233
PAIN,p02,data/raw\p02\PAIN\sample_006.npy,2026-08-25T22:47:01.321594
PAIN,p02,data/raw\p02\PAIN\sample_007.npy,2026-08-25T22:47:03.783310
PAIN,p02,data/raw\p02\PAIN\sample_008.npy,2026-08-25T22:47:06.252323
PAIN,p02,data/raw\p02\PAIN\sample_009.npy,2026-08-25T22:47:08.956902
PAIN,p02,data/raw\p02\PAIN\sample_010.npy,2026-08-25T22:47:12.011795
PAIN,p02,data/raw\p02\PAIN\sample_011.npy,2026-08-25T22:47:14.412387
PAIN,p02,data/raw\p02\PAIN\sample_012.npy,2026-08-25T22:47:16.777274
PAIN,p02,data/raw\p02\PAIN\sample_013.npy,2026-08-25T22:47:19.265933
PAIN,p02,data/raw\p02\PAIN\sample_014.npy,2026-08-25T22:47:22.773653
PAIN,p02,data/raw\p02\PAIN\sample_015.npy,2026-08-25T22:47:25.632933
PAIN,p02,data/raw\p02\PAIN\sample_016.npy,2026-08-25T22:47:28.195420
PAIN,p02,data/raw\p02\PAIN\sample_017.npy,2026-08-25T22:47:31.465984
PAIN,p02,data/raw\p02\PAIN\sample_018.npy,2026-08-25T22:47:34.806234
PAIN,p02,data/raw\p02\PAIN\sample_019.npy,2026-08-25T22:47:37.464526
PAIN,p02,data/raw\p02\PAIN\sample_020.npy,2026-08-25T22:47:40.276634
PAIN,p02,data/raw\p02\PAIN\sample_021.npy,2026-08-25T22:47:42.762938
PAIN,p02,data/raw\p02\PAIN\sample_022.npy,2026-08-25T22:47:45.546521
PAIN,p02,data/raw\p02\PAIN\sample_023.npy,2026-08-25T22:47:48.219432
PAIN,p02,data/raw\p02\PAIN\sample_024.npy,2026-08-25T22:47:51.082435
SORRY,p02,data/raw\p02\SORRY\sample_000.npy,2026-08-25T22:49:31.012927
SORRY,p02,data/raw\p02\SORRY\sample_001.npy,2026-08-25T22:49:34.412259
SORRY,p02,data/raw\p02\SORRY\sample_002.npy,2026-08-25T22:49:37.619108
SORRY,p02,data/raw\p02\SORRY\sample_003.npy,2026-08-25T22:49:40.904885
SORRY,p02,data/raw\p02\SORRY\sample_004.npy,2026-08-25T22:49:44.267414
SORRY,p02,data/raw\p02\SORRY\sample_005.npy,2026-08-25T22:49:47.437442
SORRY,p02,data/raw\p02\SORRY\sample_006.npy,2026-08-25T22:49:54.272643
SORRY,p02,data/raw\p02\SORRY\sample_007.npy,2026-08-25T22:49:56.786392
SORRY,p02,data/raw\p02\SORRY\sample_008.npy,2026-08-25T22:49:59.870108
SORRY,p02,data/raw\p02\SORRY\sample_009.npy,2026-08-25T22:50:20.047776
SORRY,p02,data/raw\p02\SORRY\sample_010.npy,2026-08-25T22:50:22.967768
SORRY,p02,data/raw\p02\SORRY\sample_011.npy,2026-08-25T22:50:25.475972
SORRY,p02,data/raw\p02\SORRY\sample_012.npy,2026-08-25T22:50:28.807496
SORRY,p02,data/raw\p02\SORRY\sample_013.npy,2026-08-25T22:54:21.572151
SORRY,p02,data/raw\p02\SORRY\sample_014.npy,2026-08-25T22:54:24.773108
SORRY,p02,data/raw\p02\SORRY\sample_015.npy,2026-08-25T22:54:27.548537
SORRY,p02,data/raw\p02\SORRY\sample_016.npy,2026-08-25T22:54:30.217127
SORRY,p02,data/raw\p02\SORRY\sample_017.npy,2026-08-25T22:54:32.792390
SORRY,p02,data/raw\p02\SORRY\sample_018.npy,2026-08-25T22:54:35.808236
SORRY,p02,data/raw\p02\SORRY\sample_019.npy,2026-08-25T22:54:38.301108
SORRY,p02,data/raw\p02\SORRY\sample_020.npy,2026-08-25T22:54:40.820693
SORRY,p02,data/raw\p02\SORRY\sample_021.npy,2026-08-25T22:54:43.334985
SORRY,p02,data/raw\p02\SORRY\sample_022.npy,2026-08-25T22:54:45.746350
SORRY,p02,data/raw\p02\SORRY\sample_023.npy,2026-08-25T22:54:48.816292
SORRY,p02,data/raw\p02\SORRY\sample_024.npy,2026-08-25T22:54:51.284822
STOP,p02,data/raw\p02\STOP\sample_000.npy,2026-08-25T22:56:28.272946
STOP,p02,data/raw\p02\STOP\sample_001.npy,2026-08-25T22:56:31.169769
STOP,p02,data/raw\p02\STOP\sample_002.npy,2026-08-25T22:56:35.390683
STOP,p02,data/raw\p02\STOP\sample_003.npy,2026-08-25T22:56:38.510336
STOP,p02,data/raw\p02\STOP\sample_004.npy,2026-08-25T22:56:41.656024
STOP,p02,data/raw\p02\STOP\sample_005.npy,2026-08-25T22:56:44.877068
STOP,p02,data/raw\p02\STOP\sample_006.npy,2026-08-25T22:56:47.986194
STOP,p02,data/raw\p02\STOP\sample_007.npy,2026-08-25T22:56:50.945421
STOP,p02,data/raw\p02\STOP\sample_008.npy,2026-08-25T22:57:04.912626
STOP,p02,data/raw\p02\STOP\sample_009.npy,2026-08-25T22:57:07.775312
STOP,p02,data/raw\p02\STOP\sample_010.npy,2026-08-25T22:57:10.823926
STOP,p02,data/raw\p02\STOP\sample_011.npy,2026-08-25T22:57:13.839864
STOP,p02,data/raw\p02\STOP\sample_012.npy,2026-08-25T22:57:16.999232
STOP,p02,data/raw\p02\STOP\sample_013.npy,2026-08-25T22:57:20.667070
STOP,p02,data/raw\p02\STOP\sample_014.npy,2026-08-25T22:57:23.835960
STOP,p02,data/raw\p02\STOP\sample_015.npy,2026-08-25T22:57:26.775032
STOP,p02,data/raw\p02\STOP\sample_016.npy,2026-08-25T22:57:29.720874
STOP,p02,data/raw\p02\STOP\sample_017.npy,2026-08-25T22:57:33.254598
STOP,p02,data/raw\p02\STOP\sample_018.npy,2026-08-25T22:57:36.661512
STOP,p02,data/raw\p02\STOP\sample_019.npy,2026-08-25T22:57:39.865140
STOP,p02,data/raw\p02\STOP\sample_020.npy,2026-08-25T22:57:42.397841
STOP,p02,data/raw\p02\STOP\sample_021.npy,2026-08-25T22:57:45.418450
STOP,p02,data/raw\p02\STOP\sample_022.npy,2026-08-25T22:57:48.252159
STOP,p02,data/raw\p02\STOP\sample_023.npy,2026-08-25T22:57:50.861594
STOP,p02,data/raw\p02\STOP\sample_024.npy,2026-08-25T22:57:53.562665
THANKYOU,p02,data/raw\p02\THANKYOU\sample_000.npy,2026-08-25T22:59:44.205406
THANKYOU,p02,data/raw\p02\THANKYOU\sample_001.npy,2026-08-25T22:59:47.182265
THANKYOU,p02,data/raw\p02\THANKYOU\sample_002.npy,2026-08-25T22:59:50.041400
THANKYOU,p02,data/raw\p02\THANKYOU\sample_003.npy,2026-08-25T22:59:52.804018
THANKYOU,p02,data/raw\p02\THANKYOU\sample_004.npy,2026-08-25T22:59:55.549840
THANKYOU,p02,data/raw\p02\THANKYOU\sample_005.npy,2026-08-25T22:59:58.334555
THANKYOU,p02,data/raw\p02\THANKYOU\sample_006.npy,2026-08-25T23:00:01.155574
THANKYOU,p02,data/raw\p02\THANKYOU\sample_007.npy,2026-08-25T23:00:03.965464
THANKYOU,p02,data/raw\p02\THANKYOU\sample_008.npy,2026-08-25T23:00:06.756861
THANKYOU,p02,data/raw\p02\THANKYOU\sample_009.npy,2026-08-25T23:00:09.570679
THANKYOU,p02,data/raw\p02\THANKYOU\sample_010.npy,2026-08-25T23:00:12.282860
THANKYOU,p02,data/raw\p02\THANKYOU\sample_011.npy,2026-08-25T23:00:14.823429
THANKYOU,p02,data/raw\p02\THANKYOU\sample_012.npy,2026-08-25T23:00:17.748181
THANKYOU,p02,data/raw\p02\THANKYOU\sample_013.npy,2026-08-25T23:00:20.465772
THANKYOU,p02,data/raw\p02\THANKYOU\sample_014.npy,2026-08-25T23:00:23.214604
THANKYOU,p02,data/raw\p02\THANKYOU\sample_015.npy,2026-08-25T23:00:26.149970
THANKYOU,p02,data/raw\p02\THANKYOU\sample_016.npy,2026-08-25T23:00:29.085944
THANKYOU,p02,data/raw\p02\THANKYOU\sample_017.npy,2026-08-25T23:00:31.839404
THANKYOU,p02,data/raw\p02\THANKYOU\sample_018.npy,2026-08-25T23:00:34.699707
THANKYOU,p02,data/raw\p02\THANKYOU\sample_019.npy,2026-08-25T23:00:37.509928
THANKYOU,p02,data/raw\p02\THANKYOU\sample_020.npy,2026-08-25T23:00:40.390282
THANKYOU,p02,data/raw\p02\THANKYOU\sample_021.npy,2026-08-25T23:00:43.280723
THANKYOU,p02,data/raw\p02\THANKYOU\sample_022.npy,2026-08-25T23:00:46.439596
THANKYOU,p02,data/raw\p02\THANKYOU\sample_023.npy,2026-08-25T23:00:49.189004
THANKYOU,p02,data/raw\p02\THANKYOU\sample_024.npy,2026-08-25T23:00:52.209738
WATER,p02,data/raw\p02\WATER\sample_000.npy,2026-08-25T23:01:26.024021
WATER,p02,data/raw\p02\WATER\sample_001.npy,2026-08-25T23:01:29.071776
WATER,p02,data/raw\p02\WATER\sample_002.npy,2026-08-25T23:01:31.628089
WATER,p02,data/raw\p02\WATER\sample_003.npy,2026-08-25T23:01:34.208882
WATER,p02,data/raw\p02\WATER\sample_004.npy,2026-08-25T23:01:36.632745
WATER,p02,data/raw\p02\WATER\sample_005.npy,2026-08-25T23:01:39.774715
WATER,p02,data/raw\p02\WATER\sample_006.npy,2026-08-25T23:01:42.650709
WATER,p02,data/raw\p02\WATER\sample_007.npy,2026-08-25T23:01:45.946946
WATER,p02,data/raw\p02\WATER\sample_008.npy,2026-08-25T23:01:48.887407
WATER,p02,data/raw\p02\WATER\sample_009.npy,2026-08-25T23:01:51.290598
WATER,p02,data/raw\p02\WATER\sample_010.npy,2026-08-25T23:01:53.867468
WATER,p02,data/raw\p02\WATER\sample_011.npy,2026-08-25T23:01:56.753622
WATER,p02,data/raw\p02\WATER\sample_012.npy,2026-08-25T23:01:59.412911
WATER,p02,data/raw\p02\WATER\sample_013.npy,2026-08-25T23:02:02.202408
WATER,p02,data/raw\p02\WATER\sample_014.npy,2026-08-25T23:02:07.390358
WATER,p02,data/raw\p02\WATER\sample_015.npy,2026-08-25T23:02:09.762039
WATER,p02,data/raw\p02\WATER\sample_016.npy,2026-08-25T23:02:12.746425
WATER,p02,data/raw\p02\WATER\sample_017.npy,2026-08-25T23:02:15.317625
WATER,p02,data/raw\p02\WATER\sample_018.npy,2026-08-25T23:02:18.245547
WATER,p02,data/raw\p02\WATER\sample_019.npy,2026-08-25T23:02:21.000530
WATER,p02,data/raw\p02\WATER\sample_020.npy,2026-08-25T23:02:23.737574
WATER,p02,data/raw\p02\WATER\sample_021.npy,2026-08-25T23:02:26.507155
WATER,p02,data/raw\p02\WATER\sample_022.npy,2026-08-25T23:02:29.244823
WATER,p02,data/raw\p02\WATER\sample_023.npy,2026-08-25T23:02:31.887018
WATER,p02,data/raw\p02\WATER\sample_024.npy,2026-08-25T23:02:34.574994
YES,p02,data/raw\p02\YES\sample_000.npy,2026-08-25T23:04:00.534837
YES,p02,data/raw\p02\YES\sample_001.npy,2026-08-25T23:04:03.034871
YES,p02,data/raw\p02\YES\sample_002.npy,2026-08-25T23:04:05.739104
YES,p02,data/raw\p02\YES\sample_003.npy,2026-08-25T23:04:08.191343
YES,p02,data/raw\p02\YES\sample_004.npy,2026-08-25T23:04:12.003508
YES,p02,data/raw\p02\YES\sample_005.npy,2026-08-25T23:04:15.471797
YES,p02,data/raw\p02\YES\sample_006.npy,2026-08-25T23:04:18.294429
YES,p02,data/raw\p02\YES\sample_007.npy,2026-08-25T23:04:21.546743
YES,p02,data/raw\p02\YES\sample_008.npy,2026-08-25T23:04:24.518849
YES,p02,data/raw\p02\YES\sample_009.npy,2026-08-25T23:04:27.429070
YES,p02,data/raw\p02\YES\sample_010.npy,2026-08-25T23:04:30.204429
YES,p02,data/raw\p02\YES\sample_011.npy,2026-08-25T23:04:32.878533
YES,p02,data/raw\p02\YES\sample_012.npy,2026-08-25T23:04:35.941788
YES,p02,data/raw\p02\YES\sample_013.npy,2026-08-25T23:04:38.717853
YES,p02,data/raw\p02\YES\sample_014.npy,2026-08-25T23:04:41.231040
YES,p02,data/raw\p02\YES\sample_015.npy,2026-08-25T23:04:45.578442
YES,p02,data/raw\p02\YES\sample_016.npy,2026-08-25T23:04:48.366006
YES,p02,data/raw\p02\YES\sample_017.npy,2026-08-25T23:04:51.143965
YES,p02,data/raw\p02\YES\sample_018.npy,2026-08-25T23:04:53.943974
YES,p02,data/raw\p02\YES\sample_019.npy,2026-08-25T23:04:56.800727
YES,p02,data/raw\p02\YES\sample_020.npy,2026-08-25T23:04:59.462952
YES,p02,data/raw\p02\YES\sample_021.npy,2026-08-25T23:05:02.233167
YES,p02,data/raw\p02\YES\sample_022.npy,2026-08-25T23:05:04.632232
YES,p02,data/raw\p02\YES\sample_023.npy,2026-08-25T23:05:07.431775
YES,p02,data/raw\p02\YES\sample_024.npy,2026-08-25T23:05:09.869449
